Date,Open,High,Low,Close,Adj Close,Volume
2020-09-07,549.8370361328125,549.8370361328125,458.1975402832031,549.8370361328125,549.8370361328125,29516635
2020-09-08,595.6567993164062,687.2963256835938,595.6567993164062,687.2963256835938,687.2963256835938,19232861
2020-09-09,733.1160888671875,856.8294067382812,687.2963256835938,765.1898803710938,765.1898803710938,33271020
2020-09-10,765.1898803710938,797.2637329101562,714.7881469726562,714.7881469726562,714.7881469726562,1050747
2020-09-11,668.9683837890625,668.9683837890625,668.9683837890625,668.9683837890625,668.9683837890625,500439
2020-09-14,623.148681640625,769.7718505859375,623.148681640625,659.804443359375,659.804443359375,9649440
2020-09-15,659.804443359375,668.9683837890625,613.9846801757812,613.9846801757812,613.9846801757812,2105314
2020-09-16,632.3126220703125,632.3126220703125,572.7469482421875,572.7469482421875,572.7469482421875,928966
2020-09-17,554.4190063476562,577.3289184570312,536.0911254882812,572.7469482421875,572.7469482421875,1738660
2020-09-18,536.0911254882812,572.7469482421875,536.0911254882812,536.0911254882812,536.0911254882812,732326
2020-09-21,536.0911254882812,545.2550659179688,499.4353332519531,508.5992736816406,508.5992736816406,1533727
2020-09-22,508.5992736816406,522.34521484375,476.52545166015625,522.34521484375,522.34521484375,1349963
2020-09-23,522.34521484375,568.1649780273438,504.0173034667969,549.8370361328125,549.8370361328125,760807
2020-09-24,549.8370361328125,559.0009765625,522.34521484375,559.0009765625,559.0009765625,427326
2020-09-25,559.0009765625,568.1649780273438,522.34521484375,568.1649780273438,568.1649780273438,556746
2020-09-28,568.1649780273438,586.4928588867188,549.8370361328125,586.4928588867188,586.4928588867188,970869
2020-09-29,577.3289184570312,604.8207397460938,572.7469482421875,604.8207397460938,604.8207397460938,331407
2020-09-30,604.8207397460938,641.4765625,595.6567993164062,636.8945922851562,636.8945922851562,458099
2020-10-01,636.8945922851562,641.4765625,623.148681640625,623.148681640625,623.148681640625,300198
2020-10-02,623.148681640625,636.8945922851562,609.4027099609375,636.8945922851562,636.8945922851562,277609
