Date,Open,High,Low,Close,Adj Close,Volume
2016-01-04,147500.0,148000.0,143500.0,144000.0,110097.8671875,445332
2016-01-05,143000.0,145000.0,142000.0,143500.0,109715.578125,530496
2016-01-06,144000.0,145000.0,139000.0,140000.0,107039.5859375,769406
2016-01-07,138500.0,140000.0,137500.0,137500.0,105128.171875,586187
2016-01-08,134500.0,138000.0,133500.0,136500.0,104363.6015625,888701
2016-01-11,134500.0,140500.0,134000.0,140000.0,107039.5859375,542749
2016-01-12,140500.0,141500.0,139000.0,139500.0,106657.2890625,386506
2016-01-13,140500.0,141500.0,139500.0,140500.0,107421.875,338336
2016-01-14,138500.0,143500.0,136500.0,141000.0,107804.1640625,664829
2016-01-15,141000.0,142000.0,136500.0,138500.0,105892.7421875,568653
2016-01-18,137500.0,140000.0,135500.0,139000.0,106275.0234375,400716
2016-01-19,138000.0,140000.0,136000.0,140000.0,107039.5859375,332956
2016-01-20,139500.0,140000.0,135500.0,136500.0,104363.6015625,544330
2016-01-21,136000.0,138000.0,135500.0,137000.0,104745.859375,455723
2016-01-22,138000.0,140500.0,136500.0,139000.0,106275.0234375,551671
2016-01-25,140000.0,140500.0,136000.0,137500.0,105128.171875,543064
2016-01-26,136500.0,137000.0,134500.0,136000.0,103981.3125,564584
2016-01-27,135500.0,137000.0,134500.0,137000.0,104745.859375,702981
2016-01-28,135500.0,136500.0,134500.0,135000.0,103216.75,480730
2016-01-29,135000.0,136000.0,131000.0,133000.0,101687.59375,990382
2016-02-01,132000.0,132500.0,130500.0,132500.0,101305.3359375,689972
2016-02-02,131500.0,132500.0,129000.0,129500.0,99011.609375,594441
2016-02-03,127500.0,129500.0,126500.0,129000.0,98629.3515625,649021
2016-02-04,130000.0,132500.0,129500.0,132500.0,101305.3359375,600523
2016-02-05,132000.0,133500.0,131000.0,133500.0,102069.890625,513150
2016-02-11,130500.0,132500.0,130500.0,131000.0,100158.4765625,688873
2016-02-12,131500.0,137500.0,131000.0,137000.0,104745.859375,1264899
2016-02-15,137500.0,141500.0,135000.0,139500.0,106657.2890625,879160
2016-02-16,139500.0,142500.0,137500.0,141000.0,107804.1640625,524822
2016-02-17,142000.0,147500.0,141000.0,147000.0,112391.546875,772996
2016-02-18,147500.0,149000.0,145500.0,147000.0,112391.546875,468798
2016-02-19,147000.0,151000.0,147000.0,149000.0,113920.71875,477553
2016-02-22,147500.0,148500.0,146000.0,147500.0,112773.8515625,273335
2016-02-23,148000.0,149000.0,146500.0,149000.0,113920.71875,250401
2016-02-24,147500.0,150000.0,146500.0,149000.0,113920.71875,191286
2016-02-25,149500.0,153000.0,145500.0,147000.0,112391.546875,490265
2016-02-26,148000.0,148000.0,144500.0,147000.0,112391.546875,351408
2016-02-29,145500.0,149000.0,144500.0,147500.0,112773.8515625,570117
2016-03-02,150000.0,150000.0,148000.0,150000.0,114685.265625,539821
2016-03-03,151500.0,151500.0,146000.0,147500.0,112773.8515625,627810
2016-03-04,146000.0,147500.0,143500.0,147500.0,112773.8515625,696287
2016-03-07,147500.0,147500.0,145500.0,146500.0,112009.3046875,317439
2016-03-08,145000.0,149500.0,145000.0,148000.0,113156.1484375,366489
2016-03-09,147000.0,149500.0,146500.0,149500.0,114302.96875,452965
2016-03-10,149000.0,150000.0,148000.0,148000.0,113156.1484375,690061
2016-03-11,147500.0,150000.0,147500.0,149000.0,113920.71875,408175
2016-03-14,150000.0,150500.0,147000.0,148500.0,113538.421875,362075
2016-03-15,148500.0,149000.0,146000.0,147000.0,112391.546875,309077
2016-03-16,147000.0,148000.0,145500.0,146500.0,112009.3046875,206136
2016-03-17,148000.0,148500.0,146000.0,146500.0,112009.3046875,492380
2016-03-18,148000.0,150500.0,147500.0,150500.0,115067.5625,769047
2016-03-21,151000.0,155000.0,149500.0,154500.0,118125.828125,803657
2016-03-22,155500.0,159000.0,155000.0,159000.0,121566.40625,872121
2016-03-23,159500.0,159500.0,157000.0,158000.0,120801.828125,454762
2016-03-24,156500.0,157000.0,154500.0,155500.0,118890.4140625,288522
2016-03-25,154500.0,155500.0,152000.0,153000.0,116978.9765625,279961
2016-03-28,153000.0,156500.0,152000.0,154000.0,117743.5390625,186865
2016-03-29,155000.0,156000.0,153500.0,155000.0,118508.109375,229075
2016-03-30,156000.0,159000.0,155000.0,155500.0,118890.4140625,373060
2016-03-31,156000.0,156000.0,151500.0,152500.0,116596.703125,575626
2016-04-01,152500.0,152500.0,147500.0,149500.0,114302.96875,604435
2016-04-04,148500.0,149500.0,143500.0,144000.0,110097.8671875,767267
2016-04-05,144000.0,145000.0,143500.0,144500.0,110480.15625,292339
2016-04-06,144000.0,146000.0,144000.0,144000.0,110097.8671875,379789
2016-04-07,143500.0,146500.0,143500.0,146500.0,112009.3046875,366852
2016-04-08,146000.0,146500.0,144000.0,146000.0,111627.0,339546
2016-04-11,147500.0,147500.0,145000.0,146000.0,111627.0,197423
2016-04-12,146000.0,150000.0,145000.0,148500.0,113538.421875,361212
2016-04-14,150000.0,152000.0,149500.0,152000.0,116214.421875,496852
2016-04-15,150500.0,152000.0,149000.0,151500.0,115832.140625,297722
2016-04-18,150000.0,155000.0,150000.0,154000.0,117743.5390625,406339
2016-04-19,155000.0,155000.0,152000.0,153000.0,116978.9765625,310407
2016-04-20,153500.0,155000.0,151000.0,151500.0,115832.140625,270230
2016-04-21,152000.0,154500.0,152000.0,154000.0,117743.5390625,297646
2016-04-22,152000.0,153500.0,150500.0,151000.0,115449.828125,318972
2016-04-25,151000.0,152000.0,149000.0,149500.0,114302.96875,273343
2016-04-26,149000.0,154000.0,149000.0,153500.0,117361.265625,365930
2016-04-27,152000.0,153000.0,148500.0,149000.0,113920.71875,374037
2016-04-28,148500.0,150500.0,147000.0,148000.0,113156.1484375,466520
2016-04-29,146500.0,147500.0,142000.0,143500.0,109715.578125,739237
2016-05-02,142000.0,144000.0,141500.0,142500.0,108951.0234375,242036
2016-05-03,143000.0,144000.0,142000.0,142500.0,108951.0234375,359029
2016-05-04,141500.0,142000.0,138500.0,139000.0,106275.0234375,807340
2016-05-09,138500.0,139000.0,135500.0,135500.0,103599.03125,482711
2016-05-10,136500.0,140500.0,136500.0,139500.0,106657.2890625,346710
2016-05-11,140500.0,142000.0,138500.0,139000.0,106275.0234375,284228
2016-05-12,138000.0,138500.0,136500.0,136500.0,104363.6015625,421047
2016-05-13,136000.0,137500.0,135000.0,135000.0,103216.75,529746
2016-05-16,136500.0,137500.0,135000.0,135500.0,103599.03125,397771
2016-05-17,135500.0,136500.0,134500.0,134500.0,102834.453125,314839
2016-05-18,135000.0,135500.0,132000.0,133000.0,101687.59375,630692
