Date,Open,High,Low,Close,Adj Close,Volume
2018-12-31,38700.0,39400.0,36850.0,38750.0,33623.359375,47177112
2019-01-07,38000.0,40700.0,37950.0,40050.0,34751.359375,68587020
2019-01-14,40050.0,42750.0,39850.0,42750.0,37094.15625,54106211
2019-01-21,42750.0,45500.0,41350.0,45050.0,39089.86328125,76571367
2019-01-28,45050.0,47050.0,44350.0,46350.0,40217.875,69174596
2019-02-04,46350.0,47100.0,44250.0,45000.0,39046.48046875,39686241
2019-02-11,44650.0,47500.0,44650.0,46200.0,40087.71875,60481817
2019-02-18,45850.0,47550.0,45450.0,47350.0,41085.5703125,41322612
2019-02-25,47350.0,47450.0,44800.0,44850.0,38916.3203125,52526618
2019-03-04,44600.0,45100.0,43400.0,43650.0,37875.0859375,50311175
2019-03-11,44300.0,44950.0,43450.0,43700.0,37918.4609375,62582520
2019-03-18,43750.0,47000.0,43100.0,45500.0,39480.32421875,59829460
2019-03-25,45500.0,45700.0,44200.0,45050.0,39089.86328125,44973040
2019-04-01,45550.0,47550.0,45350.0,46650.0,40796.63671875,51621674
2019-04-08,46700.0,47500.0,46000.0,47050.0,41146.44140625,48862110
2019-04-15,47400.0,47600.0,45100.0,45350.0,39659.7578125,40539953
2019-04-22,45050.0,46150.0,43800.0,46150.0,40359.375,49606297
2019-04-29,46000.0,46300.0,45300.0,45300.0,39616.03125,26309315
2019-05-06,45250.0,45300.0,42350.0,42650.0,37298.5390625,67657970
2019-05-13,41300.0,43100.0,40850.0,42000.0,36730.09375,62032091
2019-05-20,42600.0,44000.0,42350.0,42650.0,37298.5390625,64137452
2019-05-27,42550.0,43900.0,41300.0,43800.0,38304.234375,78036096
2019-06-03,43400.0,44850.0,43000.0,44800.0,39178.765625,42853496
2019-06-10,44800.0,45050.0,43300.0,43900.0,38391.68359375,53392149
2019-06-17,43750.0,45800.0,43650.0,45500.0,39790.93359375,41100382
2019-06-24,45200.0,47400.0,45200.0,46600.0,40752.9140625,53239158
2019-07-01,46200.0,46900.0,44350.0,44400.0,39132.0859375,39557252
2019-07-08,44850.0,46650.0,44700.0,46450.0,40938.84765625,37853132
2019-07-15,46450.0,47300.0,45650.0,47200.0,41599.859375,35596482
2019-07-22,47350.0,47550.0,46000.0,46100.0,40630.375,40957473
2019-07-29,46300.0,46850.0,43600.0,43950.0,38735.47265625,52600571
2019-08-05,42500.0,44000.0,42500.0,43700.0,38515.12890625,60164554
2019-08-12,43500.0,44350.0,42950.0,43600.0,38427.0,31569447
2019-08-19,43950.0,44800.0,42950.0,43600.0,38427.0,36039429
2019-08-26,43650.0,44850.0,43050.0,43800.0,38603.26171875,50495737
2019-09-02,43550.0,47000.0,43100.0,46900.0,41335.453125,59844927
2019-09-09,47100.0,47400.0,46400.0,47100.0,41511.734375,40924337
2019-09-16,47000.0,49600.0,46800.0,49300.0,43450.71484375,56909483
2019-09-23,49050.0,49650.0,47900.0,49050.0,43230.37109375,43099012
2019-09-30,48900.0,49100.0,47350.0,47750.0,42389.6171875,30967466
2019-10-07,47900.0,50300.0,47600.0,50000.0,44387.0234375,51793132
2019-10-14,49900.0,50900.0,49650.0,50300.0,44653.3515625,34785404
2019-10-21,50800.0,52500.0,50500.0,51300.0,45541.08203125,55059813
2019-10-28,51400.0,52300.0,50200.0,52300.0,46428.81640625,48326098
2019-11-04,52400.0,53500.0,51400.0,51600.0,45807.4140625,53988525
2019-11-11,51800.0,53800.0,51600.0,53500.0,47494.125,42261276
2019-11-18,53200.0,53500.0,50600.0,51800.0,45984.95703125,53294828
2019-11-25,51900.0,52900.0,50200.0,50400.0,44742.125,71808958
2019-12-02,49800.0,51400.0,49000.0,51200.0,45452.3046875,55641266
2019-12-09,51000.0,54900.0,50700.0,54700.0,48559.4140625,77073655
2019-12-16,55800.0,57300.0,55100.0,55500.0,49269.5859375,71031932
2019-12-23,55600.0,56900.0,54400.0,55800.0,49535.921875,42183320
2019-12-30,55800.0,56600.0,54600.0,55500.0,49586.44140625,38694434
2020-01-06,55700.0,60000.0,55600.0,60000.0,53606.97265625,84972837
2020-01-13,60400.0,62800.0,58900.0,62400.0,55751.26171875,74143513
2020-01-20,62000.0,62600.0,60400.0,60800.0,54321.734375,41398813
2020-01-27,59400.0,59700.0,55200.0,57200.0,51105.30859375,104677299
2020-02-03,57100.0,61200.0,56800.0,59700.0,53338.9453125,85315130
2020-02-10,59800.0,62000.0,59700.0,61500.0,54947.140625,64441876
2020-02-17,60800.0,61300.0,56800.0,56800.0,50747.9375,83622616
2020-02-24,56200.0,58000.0,53600.0,55000.0,49139.7265625,133035690
2020-03-02,56700.0,58000.0,54600.0,56500.0,50479.90625,95511669
2020-03-09,53800.0,54900.0,46850.0,48900.0,43689.6875,170616589
2020-03-16,46900.0,49650.0,42300.0,42500.0,37971.60546875,239727921
2020-03-23,43850.0,49700.0,43050.0,47850.0,42751.55859375,211416532
2020-03-30,48000.0,48800.0,45350.0,48700.0,43832.24609375,125715277
2020-04-06,49650.0,50200.0,48300.0,48300.0,43472.2265625,111433317
2020-04-13,48800.0,52000.0,48300.0,50100.0,45092.3046875,91464005
2020-04-20,49400.0,50300.0,48350.0,49850.0,44867.296875,94443667
2020-04-27,49850.0,50500.0,48500.0,48500.0,43652.234375,57783681
2020-05-04,48500.0,49350.0,48300.0,48400.0,43562.234375,63632079
2020-05-11,48400.0,49100.0,47200.0,48800.0,43922.25,101907940
2020-05-18,50100.0,50500.0,48450.0,48850.0,43967.25390625,89058657
2020-05-25,48700.0,51200.0,48600.0,51200.0,46082.3671875,110531431
2020-06-01,51000.0,57000.0,50800.0,54900.0,49412.53515625,152104675
2020-06-08,55800.0,56500.0,49900.0,49900.0,44912.30859375,130305387
2020-06-15,51200.0,52900.0,50600.0,52000.0,46802.39453125,96423231
2020-06-22,52500.0,53900.0,51100.0,52400.0,47162.421875,100499613
2020-06-29,53900.0,55000.0,52100.0,55000.0,49833.515625,83750389
2020-07-06,55800.0,55900.0,52300.0,53400.0,48383.8125,93434468
2020-07-13,53700.0,55000.0,53200.0,54200.0,49108.6640625,75703765
2020-07-20,55200.0,55700.0,53700.0,55600.0,50377.15234375,79446205
2020-07-27,57000.0,60400.0,56400.0,56800.0,51464.43359375,147295816
2020-08-03,57200.0,58400.0,56300.0,57800.0,52370.4921875,95311282
2020-08-10,58000.0,59600.0,57700.0,58000.0,52551.70703125,81243854
2020-08-17,58900.0,59900.0,55300.0,56100.0,50830.18359375,108822757
2020-08-24,56400.0,56800.0,54000.0,54000.0,48927.44140625,95161121
2020-08-31,54100.0,57300.0,54100.0,56500.0,51192.61328125,105478749
2020-09-07,57400.0,60800.0,57200.0,60400.0,54726.26171875,128703591
2020-09-14,60900.0,61300.0,59000.0,59200.0,53638.98046875,94051833
2020-09-21,59100.0,59700.0,57400.0,58200.0,52732.91015625,82564562
2020-09-28,58300.0,59200.0,57500.0,58700.0,53513.12890625,35731852
2020-10-05,59400.0,60700.0,58500.0,60400.0,55062.91796875,70061425
2020-10-12,61000.0,61400.0,59000.0,60000.0,54698.2578125,84119754
2020-10-19,60300.0,61500.0,59800.0,60400.0,55062.91796875,71914111
2020-10-26,60300.0,60300.0,56000.0,57400.0,52327.99609375,101723184
2020-11-02,57900.0,60900.0,57600.0,60200.0,54880.59375,90112146
2020-11-09,60500.0,66700.0,59500.0,66300.0,60441.57421875,132365798
2020-11-16,67000.0,67800.0,63900.0,67500.0,61535.53515625,111961249
2020-11-23,67900.0,69500.0,66000.0,66700.0,60806.2265625,141503073
2020-11-30,67100.0,73500.0,67100.0,72900.0,66458.390625,132330133
2020-12-07,72200.0,74500.0,71600.0,73800.0,67278.8515625,128958349
2020-12-14,73800.0,74500.0,72000.0,73000.0,66549.5390625,100649350
2020-12-21,72500.0,80100.0,72100.0,78700.0,71745.890625,108304150
2020-12-28,78800.0,84400.0,77300.0,83000.0,75665.921875,98412146
2021-01-04,81600.0,96800.0,81600.0,91000.0,85046.8359375,259388808
2021-01-11,90300.0,91800.0,84100.0,85000.0,79439.3515625,187804994
2021-01-18,84500.0,89900.0,83600.0,89400.0,83551.5078125,148544377
2021-01-25,88800.0,89200.0,81000.0,83000.0,77570.1953125,159124624
2021-02-01,84100.0,86400.0,82100.0,83000.0,77570.1953125,105961570
2021-02-08,84000.0,84800.0,81600.0,84200.0,78691.6875,67453804
2021-02-15,84500.0,86000.0,81000.0,82200.0,76822.53125,111419283
2021-02-22,81200.0,85400.0,81100.0,82500.0,77102.8984375,120071751
2021-03-01,85100.0,85300.0,81100.0,82000.0,76635.6015625,115878870
2021-03-08,81400.0,83500.0,80600.0,81800.0,76448.7109375,96543854
2021-03-15,82200.0,83800.0,81700.0,82000.0,76635.6015625,71044133
2021-03-22,82600.0,82900.0,80700.0,81600.0,76261.7734375,73783283
2021-03-29,81600.0,86000.0,81300.0,85400.0,79813.1875,88292205
2021-04-05,86200.0,86200.0,83100.0,83200.0,78102.6328125,87280809
2021-04-12,83000.0,84700.0,82800.0,83300.0,78196.5,76127103
2021-04-19,83300.0,84000.0,81600.0,83500.0,78384.2578125,84387808
2021-04-26,83200.0,83300.0,81000.0,81700.0,76694.546875,82922798
2021-05-03,81900.0,83500.0,81500.0,83200.0,78102.6328125,63119970
2021-05-10,82500.0,82600.0,78400.0,79600.0,74723.203125,130490819
2021-05-17,79600.0,81500.0,79100.0,79700.0,74817.078125,68396615
2021-05-24,80000.0,80600.0,79100.0,80500.0,75568.046875,74493334
2021-05-31,80500.0,83000.0,80100.0,81900.0,76882.2890625,94627508
2021-06-07,82300.0,82600.0,80500.0,80500.0,75568.046875,69915084
2021-06-14,80900.0,81900.0,79600.0,79900.0,75004.828125,70062986
2021-06-21,80200.0,82000.0,79900.0,81900.0,76882.2890625,69460927
2021-06-28,81900.0,82100.0,79900.0,80400.0,75474.1796875,59499908
2021-07-05,80600.0,81300.0,79000.0,79700.0,75148.3203125,77273536
2021-07-12,80000.0,80600.0,78800.0,79000.0,74488.28125,59220178
2021-07-19,78500.0,79900.0,78400.0,78800.0,74299.71875,56570617
2021-07-26,79200.0,79500.0,78100.0,79300.0,74771.140625,64094098
2021-08-02,79400.0,83300.0,79300.0,81500.0,76845.515625,97332401
2021-08-09,82300.0,82400.0,74100.0,74400.0,70151.0,154239642
2021-08-16,74000.0,75100.0,72500.0,73300.0,69113.8203125,124053227
2021-08-23,73900.0,76600.0,73800.0,74600.0,70339.5703125,87867818
2021-08-30,74900.0,77600.0,74300.0,77300.0,72885.3671875,81050230
2021-09-06,77100.0,77100.0,74800.0,76300.0,71942.5078125,64139305
2021-09-13,77100.0,77700.0,75900.0,77200.0,72791.09375,60353309
2021-09-20,77200.0,77700.0,76800.0,77700.0,73262.5390625,41002662
2021-09-27,77700.0,77800.0,72900.0,73200.0,69019.53125,75121596
2021-10-04,73000.0,73000.0,71200.0,71500.0,67737.09375,70697702
2021-10-11,70700.0,71000.0,68300.0,70200.0,66505.515625,106232143
2021-10-18,70800.0,71000.0,69500.0,70200.0,66505.515625,48975792
2021-10-25,70600.0,72200.0,69500.0,69900.0,66221.3046875,69988350
2021-11-01,70800.0,72200.0,69800.0,70600.0,66884.46875,65191709
2021-11-08,70300.0,71900.0,69600.0,71400.0,67642.359375,54578880
2021-11-15,71500.0,75200.0,70100.0,74900.0,70958.15625,71553153
2021-11-22,76000.0,76200.0,71400.0,72300.0,68495.0,79925559
2021-11-29,73200.0,76700.0,70500.0,76300.0,72284.5078125,110694127
2021-12-06,76100.0,78600.0,75600.0,76800.0,72758.15625,86589290
2021-12-13,76500.0,78500.0,76200.0,77100.0,73042.3671875,56930581
2021-12-20,77900.0,80800.0,77500.0,80200.0,75979.2265625,67798436
2021-12-27,80200.0,80400.0,78100.0,78600.0,74463.4453125,65759932
2022-01-03,78800.0,79200.0,76400.0,78000.0,74228.71875,75941189
2022-01-10,78400.0,79600.0,76900.0,77500.0,73752.890625,56992873
2022-01-17,77600.0,77800.0,74700.0,75100.0,71468.9375,59365268
2022-01-24,74800.0,75000.0,71200.0,73300.0,69755.9765625,61408928
2022-01-31,73300.0,74900.0,72400.0,73000.0,69470.4609375,44715593
2022-02-07,73000.0,75800.0,73000.0,73700.0,70136.6171875,43944695
2022-02-14,74100.0,75600.0,73100.0,74300.0,70707.609375,43815359
2022-02-21,74300.0,74300.0,71300.0,71900.0,68423.65625,28927767
2022-02-28,71900.0,73100.0,69900.0,70100.0,66710.6953125,44331206
2022-03-07,68800.0,70700.0,68700.0,70200.0,66805.8515625,40656917
2022-03-14,70200.0,71000.0,69700.0,69900.0,66520.3515625,35754790
2022-03-21,69900.0,71200.0,69200.0,69700.0,66330.03125,85349347
2022-03-28,70000.0,70500.0,68600.0,69300.0,65949.359375,65891512
2022-04-04,69400.0,69600.0,67400.0,67900.0,64951.06640625,72384809
2022-04-11,67600.0,69000.0,66100.0,66700.0,63803.17578125,71008120
2022-04-18,67100.0,68300.0,66300.0,66300.0,63420.546875,65308127
2022-04-25,66400.0,67600.0,64500.0,67300.0,64377.11328125,88261108
2022-05-02,67400.0,68400.0,66100.0,66100.0,63229.23828125,51889015
2022-05-09,65900.0,67400.0,64900.0,66300.0,63420.546875,72469804
2022-05-16,66600.0,68800.0,66500.0,67900.0,64951.06640625,75034252
2022-05-23,67500.0,67800.0,65500.0,67700.0,64759.75,72264995
2022-05-30,67500.0,67500.0,66400.0,66800.0,63898.83203125,47547328
2022-06-06,66200.0,66400.0,62100.0,62100.0,59402.953125,101981028
2022-06-13,61200.0,62200.0,58100.0,58700.0,56150.62890625,137977294
2022-06-20,58700.0,59900.0,56800.0,58800.0,56246.28515625,118199743
2022-06-27,59200.0,59500.0,55700.0,57100.0,54620.109375,89922041
2022-07-04,57600.0,59600.0,56300.0,58800.0,56590.203125,80741728
2022-07-11,58600.0,62000.0,57400.0,61900.0,59573.69921875,74762488
2022-07-18,61400.0,62200.0,60200.0,61100.0,58803.765625,63776864
2022-07-25,60800.0,62600.0,60300.0,61300.0,58996.25390625,52911446
2022-08-01,61200.0,61900.0,60600.0,60800.0,58515.0390625,53674965
2022-08-08,60600.0,60700.0,58600.0,60200.0,57937.59375,62264118
